# Production's answers for src/ng/paralog/production_parity.rs — frozen at promotion plan step C4.
#
# Every value below was computed by production's paralog filter — src/paralog/ and
# src/var_calling/paralog_filter/calibrate.rs — at commit d9e7b076, on the inputs the named
# test in production_parity.rs builds, by that test instrumented to write out what production
# returned. ng's copy agreed with each value at that commit, within the tolerances the test states.
#
# Format: one `key<TAB>value` per line. The key's first segment names the test's section.
# An f64 is its IEEE-754 bit pattern as 16 hex digits, so NaN and -0.0 survive; an Option<f64>
# is that or `none`; counts are decimal; booleans are `true`/`false`. A probe ratio or target
# in a key is written with Rust's `{:?}`.
sweep/1/0/ratio	405547d44ed9aa32
verdict/nothing is duplicated/0.01/-8.0/flags	false
verdict/nothing is duplicated/0.01/-8.0/posterior	3cb21a081b202cd0
verdict/nothing is duplicated/0.01/-1.0/flags	false
verdict/nothing is duplicated/0.01/-1.0/posterior	3d5362ba31e8f816
verdict/nothing is duplicated/0.01/0.0/flags	false
verdict/nothing is duplicated/0.01/0.0/posterior	3d6a590bb66c3b0c
verdict/nothing is duplicated/0.01/1.0/flags	false
verdict/nothing is duplicated/0.01/1.0/posterior	3d81e7bbdbf6f6ed
verdict/nothing is duplicated/0.01/5.0/flags	false
verdict/nothing is duplicated/0.01/5.0/posterior	3dde8cbb18b822ec
verdict/nothing is duplicated/0.01/12.0/flags	false
verdict/nothing is duplicated/0.01/12.0/posterior	3e805bbaf72ec558
verdict/nothing is duplicated/0.01/18.0/flags	false
verdict/nothing is duplicated/0.01/18.0/posterior	3f09c71823003e3a
verdict/nothing is duplicated/0.01/30.0/flags	false
verdict/nothing is duplicated/0.01/30.0/posterior	3fec7209ae7665fa
verdict/nothing is duplicated/0.01/100.0/flags	true
verdict/nothing is duplicated/0.01/100.0/posterior	3ff0000000000000
verdict/nothing is duplicated/0.01/1000000.0/flags	true
verdict/nothing is duplicated/0.01/1000000.0/posterior	3ff0000000000000
verdict/nothing is duplicated/0.01/NaN/flags	false
verdict/nothing is duplicated/0.01/NaN/posterior	none
verdict/nothing is duplicated/0.01/inf/flags	false
verdict/nothing is duplicated/0.01/inf/posterior	none
verdict/nothing is duplicated/0.01/-inf/flags	false
verdict/nothing is duplicated/0.01/-inf/posterior	none
verdict/nothing is duplicated/0.1/-1000000.0/flags	false
verdict/nothing is duplicated/0.1/-1000000.0/posterior	0000000000000000
verdict/nothing is duplicated/0.1/-100.0/flags	false
verdict/nothing is duplicated/0.1/-100.0/posterior	3465dbb8aeebc0e2
verdict/nothing is duplicated/0.1/-30.0/flags	false
verdict/nothing is duplicated/0.1/-30.0/posterior	3ab5afe1e34e2052
verdict/nothing is duplicated/0.1/-8.0/flags	false
verdict/nothing is duplicated/0.1/-8.0/posterior	3cb21a081b202cd0
verdict/nothing is duplicated/0.1/-1.0/flags	false
verdict/nothing is duplicated/0.1/-1.0/posterior	3d5362ba31e8f816
verdict/nothing is duplicated/0.1/0.0/flags	false
verdict/nothing is duplicated/0.1/0.0/posterior	3d6a590bb66c3b0c
verdict/nothing is duplicated/0.1/1.0/flags	false
verdict/nothing is duplicated/0.1/1.0/posterior	3d81e7bbdbf6f6ed
verdict/nothing is duplicated/0.1/5.0/flags	false
verdict/nothing is duplicated/0.1/5.0/posterior	3dde8cbb18b822ec
verdict/nothing is duplicated/0.1/12.0/flags	false
verdict/nothing is duplicated/0.1/12.0/posterior	3e805bbaf72ec558
verdict/nothing is duplicated/0.1/18.0/flags	false
verdict/nothing is duplicated/0.1/18.0/posterior	3f09c71823003e3a
verdict/nothing is duplicated/0.1/30.0/flags	true
verdict/nothing is duplicated/0.1/30.0/posterior	3fec7209ae7665fa
verdict/nothing is duplicated/0.1/100.0/flags	true
verdict/nothing is duplicated/0.1/100.0/posterior	3ff0000000000000
verdict/nothing is duplicated/0.1/1000000.0/flags	true
verdict/nothing is duplicated/0.1/1000000.0/posterior	3ff0000000000000
verdict/nothing is duplicated/0.1/NaN/flags	false
verdict/nothing is duplicated/0.1/NaN/posterior	none
verdict/nothing is duplicated/0.1/inf/flags	false
verdict/nothing is duplicated/0.1/inf/posterior	none
verdict/nothing is duplicated/0.1/-inf/flags	false
verdict/nothing is duplicated/0.1/-inf/posterior	none
verdict/nothing is duplicated/0.001/-1000000.0/flags	false
verdict/nothing is duplicated/0.001/-1000000.0/posterior	0000000000000000
verdict/nothing is duplicated/0.001/-100.0/flags	false
verdict/nothing is duplicated/0.001/-100.0/posterior	3465dbb8aeebc0e2
verdict/nothing is duplicated/0.001/-30.0/flags	false
verdict/nothing is duplicated/0.001/-30.0/posterior	3ab5afe1e34e2052
verdict/nothing is duplicated/0.001/-8.0/flags	false
verdict/nothing is duplicated/0.001/-8.0/posterior	3cb21a081b202cd0
verdict/nothing is duplicated/0.001/-1.0/flags	false
verdict/nothing is duplicated/0.001/-1.0/posterior	3d5362ba31e8f816
verdict/nothing is duplicated/0.001/0.0/flags	false
verdict/nothing is duplicated/0.001/0.0/posterior	3d6a590bb66c3b0c
verdict/nothing is duplicated/0.001/1.0/flags	false
verdict/nothing is duplicated/0.001/1.0/posterior	3d81e7bbdbf6f6ed
verdict/nothing is duplicated/0.001/5.0/flags	false
verdict/nothing is duplicated/0.001/5.0/posterior	3dde8cbb18b822ec
verdict/nothing is duplicated/0.001/12.0/flags	false
verdict/nothing is duplicated/0.001/12.0/posterior	3e805bbaf72ec558
verdict/nothing is duplicated/0.001/18.0/flags	false
verdict/nothing is duplicated/0.001/18.0/posterior	3f09c71823003e3a
verdict/nothing is duplicated/0.001/30.0/flags	false
verdict/nothing is duplicated/0.001/30.0/posterior	3fec7209ae7665fa
verdict/nothing is duplicated/0.001/100.0/flags	true
verdict/nothing is duplicated/0.001/100.0/posterior	3ff0000000000000
verdict/nothing is duplicated/0.001/1000000.0/flags	true
verdict/nothing is duplicated/0.001/1000000.0/posterior	3ff0000000000000
verdict/nothing is duplicated/0.001/NaN/flags	false
verdict/nothing is duplicated/0.001/NaN/posterior	none
verdict/nothing is duplicated/0.001/inf/flags	false
verdict/nothing is duplicated/0.001/inf/posterior	none
verdict/nothing is duplicated/0.001/-inf/flags	false
verdict/nothing is duplicated/0.001/-inf/posterior	none
verdict/nothing is duplicated/0.0/-1000000.0/flags	false
verdict/nothing is duplicated/0.0/-1000000.0/posterior	0000000000000000
verdict/nothing is duplicated/0.0/-100.0/flags	false
verdict/nothing is duplicated/0.0/-100.0/posterior	3465dbb8aeebc0e2
verdict/nothing is duplicated/0.0/-30.0/flags	false
verdict/nothing is duplicated/0.0/-30.0/posterior	3ab5afe1e34e2052
verdict/nothing is duplicated/0.0/-8.0/flags	false
verdict/nothing is duplicated/0.0/-8.0/posterior	3cb21a081b202cd0
verdict/nothing is duplicated/0.0/-1.0/flags	false
verdict/nothing is duplicated/0.0/-1.0/posterior	3d5362ba31e8f816
verdict/nothing is duplicated/0.0/0.0/flags	false
verdict/nothing is duplicated/0.0/0.0/posterior	3d6a590bb66c3b0c
verdict/nothing is duplicated/0.0/1.0/flags	false
verdict/nothing is duplicated/0.0/1.0/posterior	3d81e7bbdbf6f6ed
verdict/nothing is duplicated/0.0/5.0/flags	false
verdict/nothing is duplicated/0.0/5.0/posterior	3dde8cbb18b822ec
verdict/nothing is duplicated/0.0/12.0/flags	false
verdict/nothing is duplicated/0.0/12.0/posterior	3e805bbaf72ec558
verdict/nothing is duplicated/0.0/18.0/flags	false
verdict/nothing is duplicated/0.0/18.0/posterior	3f09c71823003e3a
verdict/nothing is duplicated/0.0/30.0/flags	false
verdict/nothing is duplicated/0.0/30.0/posterior	3fec7209ae7665fa
verdict/nothing is duplicated/0.0/100.0/flags	true
verdict/nothing is duplicated/0.0/100.0/posterior	3ff0000000000000
verdict/nothing is duplicated/0.0/1000000.0/flags	true
verdict/nothing is duplicated/0.0/1000000.0/posterior	3ff0000000000000
verdict/nothing is duplicated/0.0/NaN/flags	false
verdict/nothing is duplicated/0.0/NaN/posterior	none
verdict/nothing is duplicated/0.0/inf/flags	false
verdict/nothing is duplicated/0.0/inf/posterior	none
verdict/nothing is duplicated/0.0/-inf/flags	false
verdict/nothing is duplicated/0.0/-inf/posterior	none
verdict/nothing is duplicated/1.0/-1000000.0/flags	true
verdict/nothing is duplicated/1.0/-1000000.0/posterior	0000000000000000
verdict/nothing is duplicated/1.0/-100.0/flags	true
verdict/nothing is duplicated/1.0/-100.0/posterior	3465dbb8aeebc0e2
verdict/nothing is duplicated/1.0/-30.0/flags	true
verdict/nothing is duplicated/1.0/-30.0/posterior	3ab5afe1e34e2052
verdict/nothing is duplicated/1.0/-8.0/flags	true
verdict/nothing is duplicated/1.0/-8.0/posterior	3cb21a081b202cd0
verdict/nothing is duplicated/1.0/-1.0/flags	true
verdict/nothing is duplicated/1.0/-1.0/posterior	3d5362ba31e8f816
verdict/nothing is duplicated/1.0/0.0/flags	true
verdict/nothing is duplicated/1.0/0.0/posterior	3d6a590bb66c3b0c
verdict/nothing is duplicated/1.0/1.0/flags	true
verdict/nothing is duplicated/1.0/1.0/posterior	3d81e7bbdbf6f6ed
verdict/nothing is duplicated/1.0/5.0/flags	true
verdict/nothing is duplicated/1.0/5.0/posterior	3dde8cbb18b822ec
verdict/nothing is duplicated/1.0/12.0/flags	true
verdict/nothing is duplicated/1.0/12.0/posterior	3e805bbaf72ec558
verdict/nothing is duplicated/1.0/18.0/flags	true
verdict/nothing is duplicated/1.0/18.0/posterior	3f09c71823003e3a
verdict/nothing is duplicated/1.0/30.0/flags	true
verdict/nothing is duplicated/1.0/30.0/posterior	3fec7209ae7665fa
verdict/nothing is duplicated/1.0/100.0/flags	true
verdict/nothing is duplicated/1.0/100.0/posterior	3ff0000000000000
verdict/nothing is duplicated/1.0/1000000.0/flags	true
verdict/nothing is duplicated/1.0/1000000.0/posterior	3ff0000000000000
verdict/nothing is duplicated/1.0/NaN/flags	false
verdict/nothing is duplicated/1.0/NaN/posterior	none
verdict/nothing is duplicated/1.0/inf/flags	false
verdict/nothing is duplicated/1.0/inf/posterior	none
verdict/nothing is duplicated/1.0/-inf/flags	false
verdict/nothing is duplicated/1.0/-inf/posterior	none
verdict/one locus in ten/0.01/-1000000.0/flags	false
verdict/one locus in ten/0.01/-1000000.0/posterior	0000000000000000
verdict/one locus in ten/0.01/-100.0/flags	false
verdict/one locus in ten/0.01/-100.0/posterior	36b9b4671d810d08
verdict/one locus in ten/0.01/-30.0/flags	false
verdict/one locus in ten/0.01/-30.0/posterior	3d0980d970a46155
verdict/one locus in ten/0.01/-8.0/flags	false
verdict/one locus in ten/0.01/-8.0/posterior	3f0549434a389aa1
verdict/one locus in ten/0.01/-1.0/flags	true
verdict/one locus in ten/0.01/-1.0/posterior	3fa5d33f22b82fe1
verdict/one locus in ten/0.01/0.0/flags	true
verdict/one locus in ten/0.01/0.0/posterior	3fbba3991f33ce05
verdict/one locus in ten/0.01/1.0/flags	true
verdict/one locus in ten/0.01/1.0/posterior	3fcfafdde76c1dde
verdict/one locus in ten/0.01/5.0/flags	true
verdict/one locus in ten/0.01/5.0/posterior	3fee4ffefc787254
verdict/one locus in ten/0.01/12.0/flags	true
verdict/one locus in ten/0.01/12.0/posterior	3fefff958b1a3d67
verdict/one locus in ten/0.01/18.0/flags	true
verdict/one locus in ten/0.01/18.0/posterior	3fefffffbc7182ad
verdict/one locus in ten/0.01/30.0/flags	true
verdict/one locus in ten/0.01/30.0/posterior	3fefffffffffe4cc
verdict/one locus in ten/0.01/100.0/flags	true
verdict/one locus in ten/0.01/100.0/posterior	3ff0000000000000
verdict/one locus in ten/0.01/1000000.0/flags	true
verdict/one locus in ten/0.01/1000000.0/posterior	3ff0000000000000
verdict/one locus in ten/0.01/NaN/flags	false
verdict/one locus in ten/0.01/NaN/posterior	none
verdict/one locus in ten/0.01/inf/flags	false
verdict/one locus in ten/0.01/inf/posterior	none
verdict/one locus in ten/0.01/-inf/flags	false
verdict/one locus in ten/0.01/-inf/posterior	none
verdict/one locus in ten/0.1/-1000000.0/flags	false
verdict/one locus in ten/0.1/-1000000.0/posterior	0000000000000000
verdict/one locus in ten/0.1/-100.0/flags	false
verdict/one locus in ten/0.1/-100.0/posterior	36b9b4671d810d08
verdict/one locus in ten/0.1/-30.0/flags	false
verdict/one locus in ten/0.1/-30.0/posterior	3d0980d970a46155
verdict/one locus in ten/0.1/-8.0/flags	false
verdict/one locus in ten/0.1/-8.0/posterior	3f0549434a389aa1
verdict/one locus in ten/0.1/-1.0/flags	true
verdict/one locus in ten/0.1/-1.0/posterior	3fa5d33f22b82fe1
verdict/one locus in ten/0.1/0.0/flags	true
verdict/one locus in ten/0.1/0.0/posterior	3fbba3991f33ce05
verdict/one locus in ten/0.1/1.0/flags	true
verdict/one locus in ten/0.1/1.0/posterior	3fcfafdde76c1dde
verdict/one locus in ten/0.1/5.0/flags	true
verdict/one locus in ten/0.1/5.0/posterior	3fee4ffefc787254
verdict/one locus in ten/0.1/12.0/flags	true
verdict/one locus in ten/0.1/12.0/posterior	3fefff958b1a3d67
verdict/one locus in ten/0.1/18.0/flags	true
verdict/one locus in ten/0.1/18.0/posterior	3fefffffbc7182ad
verdict/one locus in ten/0.1/30.0/flags	true
verdict/one locus in ten/0.1/30.0/posterior	3fefffffffffe4cc
verdict/one locus in ten/0.1/100.0/flags	true
verdict/one locus in ten/0.1/100.0/posterior	3ff0000000000000
verdict/one locus in ten/0.1/1000000.0/flags	true
verdict/one locus in ten/0.1/1000000.0/posterior	3ff0000000000000
verdict/one locus in ten/0.1/NaN/flags	false
verdict/one locus in ten/0.1/NaN/posterior	none
verdict/one locus in ten/0.1/inf/flags	false
verdict/one locus in ten/0.1/inf/posterior	none
verdict/one locus in ten/0.1/-inf/flags	false
verdict/one locus in ten/0.1/-inf/posterior	none
verdict/one locus in ten/0.001/-1000000.0/flags	false
verdict/one locus in ten/0.001/-1000000.0/posterior	0000000000000000
verdict/one locus in ten/0.001/-100.0/flags	false
verdict/one locus in ten/0.001/-100.0/posterior	36b9b4671d810d08
verdict/one locus in ten/0.001/-30.0/flags	false
verdict/one locus in ten/0.001/-30.0/posterior	3d0980d970a46155
verdict/one locus in ten/0.001/-8.0/flags	false
verdict/one locus in ten/0.001/-8.0/posterior	3f0549434a389aa1
verdict/one locus in ten/0.001/-1.0/flags	false
verdict/one locus in ten/0.001/-1.0/posterior	3fa5d33f22b82fe1
verdict/one locus in ten/0.001/0.0/flags	false
verdict/one locus in ten/0.001/0.0/posterior	3fbba3991f33ce05
verdict/one locus in ten/0.001/1.0/flags	false
verdict/one locus in ten/0.001/1.0/posterior	3fcfafdde76c1dde
verdict/one locus in ten/0.001/5.0/flags	false
verdict/one locus in ten/0.001/5.0/posterior	3fee4ffefc787254
verdict/one locus in ten/0.001/12.0/flags	true
verdict/one locus in ten/0.001/12.0/posterior	3fefff958b1a3d67
verdict/one locus in ten/0.001/18.0/flags	true
verdict/one locus in ten/0.001/18.0/posterior	3fefffffbc7182ad
verdict/one locus in ten/0.001/30.0/flags	true
verdict/one locus in ten/0.001/30.0/posterior	3fefffffffffe4cc
verdict/one locus in ten/0.001/100.0/flags	true
verdict/one locus in ten/0.001/100.0/posterior	3ff0000000000000
verdict/one locus in ten/0.001/1000000.0/flags	true
verdict/one locus in ten/0.001/1000000.0/posterior	3ff0000000000000
verdict/one locus in ten/0.001/NaN/flags	false
verdict/one locus in ten/0.001/NaN/posterior	none
verdict/one locus in ten/0.001/inf/flags	false
verdict/one locus in ten/0.001/inf/posterior	none
verdict/one locus in ten/0.001/-inf/flags	false
verdict/one locus in ten/0.001/-inf/posterior	none
verdict/one locus in ten/0.0/-1000000.0/flags	false
verdict/one locus in ten/0.0/-1000000.0/posterior	0000000000000000
verdict/one locus in ten/0.0/-100.0/flags	false
verdict/one locus in ten/0.0/-100.0/posterior	36b9b4671d810d08
verdict/one locus in ten/0.0/-30.0/flags	false
verdict/one locus in ten/0.0/-30.0/posterior	3d0980d970a46155
verdict/one locus in ten/0.0/-8.0/flags	false
verdict/one locus in ten/0.0/-8.0/posterior	3f0549434a389aa1
verdict/one locus in ten/0.0/-1.0/flags	false
verdict/one locus in ten/0.0/-1.0/posterior	3fa5d33f22b82fe1
verdict/one locus in ten/0.0/0.0/flags	false
verdict/one locus in ten/0.0/0.0/posterior	3fbba3991f33ce05
verdict/one locus in ten/0.0/1.0/flags	false
verdict/one locus in ten/0.0/1.0/posterior	3fcfafdde76c1dde
verdict/one locus in ten/0.0/5.0/flags	false
verdict/one locus in ten/0.0/5.0/posterior	3fee4ffefc787254
verdict/one locus in ten/0.0/12.0/flags	false
verdict/one locus in ten/0.0/12.0/posterior	3fefff958b1a3d67
verdict/one locus in ten/0.0/18.0/flags	false
verdict/one locus in ten/0.0/18.0/posterior	3fefffffbc7182ad
verdict/one locus in ten/0.0/30.0/flags	false
verdict/one locus in ten/0.0/30.0/posterior	3fefffffffffe4cc
verdict/one locus in ten/0.0/100.0/flags	true
verdict/one locus in ten/0.0/100.0/posterior	3ff0000000000000
verdict/one locus in ten/0.0/1000000.0/flags	true
verdict/one locus in ten/0.0/1000000.0/posterior	3ff0000000000000
verdict/one locus in ten/0.0/NaN/flags	false
verdict/one locus in ten/0.0/NaN/posterior	none
verdict/one locus in ten/0.0/inf/flags	false
verdict/one locus in ten/0.0/inf/posterior	none
verdict/one locus in ten/0.0/-inf/flags	false
verdict/one locus in ten/0.0/-inf/posterior	none
verdict/one locus in ten/1.0/-1000000.0/flags	true
verdict/one locus in ten/1.0/-1000000.0/posterior	0000000000000000
verdict/one locus in ten/1.0/-100.0/flags	true
verdict/one locus in ten/1.0/-100.0/posterior	36b9b4671d810d08
verdict/one locus in ten/1.0/-30.0/flags	true
verdict/one locus in ten/1.0/-30.0/posterior	3d0980d970a46155
verdict/one locus in ten/1.0/-8.0/flags	true
verdict/one locus in ten/1.0/-8.0/posterior	3f0549434a389aa1
verdict/one locus in ten/1.0/-1.0/flags	true
verdict/one locus in ten/1.0/-1.0/posterior	3fa5d33f22b82fe1
verdict/one locus in ten/1.0/0.0/flags	true
verdict/one locus in ten/1.0/0.0/posterior	3fbba3991f33ce05
verdict/one locus in ten/1.0/1.0/flags	true
verdict/one locus in ten/1.0/1.0/posterior	3fcfafdde76c1dde
verdict/one locus in ten/1.0/5.0/flags	true
verdict/one locus in ten/1.0/5.0/posterior	3fee4ffefc787254
verdict/one locus in ten/1.0/12.0/flags	true
verdict/one locus in ten/1.0/12.0/posterior	3fefff958b1a3d67
verdict/one locus in ten/1.0/18.0/flags	true
verdict/one locus in ten/1.0/18.0/posterior	3fefffffbc7182ad
verdict/one locus in ten/1.0/30.0/flags	true
verdict/one locus in ten/1.0/30.0/posterior	3fefffffffffe4cc
verdict/one locus in ten/1.0/100.0/flags	true
verdict/one locus in ten/1.0/100.0/posterior	3ff0000000000000
verdict/one locus in ten/1.0/1000000.0/flags	true
verdict/one locus in ten/1.0/1000000.0/posterior	3ff0000000000000
verdict/one locus in ten/1.0/NaN/flags	false
verdict/one locus in ten/1.0/NaN/posterior	none
verdict/one locus in ten/1.0/inf/flags	false
verdict/one locus in ten/1.0/inf/posterior	none
verdict/one locus in ten/1.0/-inf/flags	false
verdict/one locus in ten/1.0/-inf/posterior	none
verdict/everything is duplicated/0.01/-1000000.0/flags	true
verdict/everything is duplicated/0.01/-1000000.0/posterior	0000000000000000
verdict/everything is duplicated/0.01/-100.0/flags	true
verdict/everything is duplicated/0.01/-100.0/posterior	399538a7227b3d38
verdict/everything is duplicated/0.01/-30.0/flags	true
verdict/everything is duplicated/0.01/-30.0/posterior	3fd9660967402ab7
verdict/everything is duplicated/0.01/-8.0/flags	true
verdict/everything is duplicated/0.01/-8.0/posterior	3fefffffffc5bb90
verdict/everything is duplicated/0.01/-1.0/flags	true
verdict/everything is duplicated/0.01/-1.0/posterior	3feffffffffff266
verdict/everything is duplicated/0.01/0.0/flags	true
verdict/everything is duplicated/0.01/0.0/posterior	3feffffffffffafe
verdict/everything is duplicated/0.01/1.0/flags	true
verdict/everything is duplicated/0.01/1.0/posterior	3feffffffffffe28
verdict/everything is duplicated/0.01/5.0/flags	true
verdict/everything is duplicated/0.01/5.0/posterior	3feffffffffffff8
verdict/everything is duplicated/0.01/12.0/flags	true
verdict/everything is duplicated/0.01/12.0/posterior	3ff0000000000000
verdict/everything is duplicated/0.01/18.0/flags	true
verdict/everything is duplicated/0.01/18.0/posterior	3ff0000000000000
verdict/everything is duplicated/0.01/30.0/flags	true
verdict/everything is duplicated/0.01/30.0/posterior	3ff0000000000000
verdict/everything is duplicated/0.01/100.0/flags	true
verdict/everything is duplicated/0.01/100.0/posterior	3ff0000000000000
verdict/everything is duplicated/0.01/1000000.0/flags	true
verdict/everything is duplicated/0.01/1000000.0/posterior	3ff0000000000000
verdict/everything is duplicated/0.01/NaN/flags	false
verdict/everything is duplicated/0.01/NaN/posterior	none
verdict/everything is duplicated/0.01/inf/flags	false
verdict/everything is duplicated/0.01/inf/posterior	none
verdict/everything is duplicated/0.01/-inf/flags	false
verdict/everything is duplicated/0.01/-inf/posterior	none
verdict/everything is duplicated/0.1/-1000000.0/flags	true
verdict/everything is duplicated/0.1/-1000000.0/posterior	0000000000000000
verdict/everything is duplicated/0.1/-100.0/flags	true
verdict/everything is duplicated/0.1/-100.0/posterior	399538a7227b3d38
verdict/everything is duplicated/0.1/-30.0/flags	true
verdict/everything is duplicated/0.1/-30.0/posterior	3fd9660967402ab7
verdict/everything is duplicated/0.1/-8.0/flags	true
verdict/everything is duplicated/0.1/-8.0/posterior	3fefffffffc5bb90
verdict/everything is duplicated/0.1/-1.0/flags	true
verdict/everything is duplicated/0.1/-1.0/posterior	3feffffffffff266
verdict/everything is duplicated/0.1/0.0/flags	true
verdict/everything is duplicated/0.1/0.0/posterior	3feffffffffffafe
verdict/everything is duplicated/0.1/1.0/flags	true
verdict/everything is duplicated/0.1/1.0/posterior	3feffffffffffe28
verdict/everything is duplicated/0.1/5.0/flags	true
verdict/everything is duplicated/0.1/5.0/posterior	3feffffffffffff8
verdict/everything is duplicated/0.1/12.0/flags	true
verdict/everything is duplicated/0.1/12.0/posterior	3ff0000000000000
verdict/everything is duplicated/0.1/18.0/flags	true
verdict/everything is duplicated/0.1/18.0/posterior	3ff0000000000000
verdict/everything is duplicated/0.1/30.0/flags	true
verdict/everything is duplicated/0.1/30.0/posterior	3ff0000000000000
verdict/everything is duplicated/0.1/100.0/flags	true
verdict/everything is duplicated/0.1/100.0/posterior	3ff0000000000000
verdict/everything is duplicated/0.1/1000000.0/flags	true
verdict/everything is duplicated/0.1/1000000.0/posterior	3ff0000000000000
verdict/everything is duplicated/0.1/NaN/flags	false
verdict/everything is duplicated/0.1/NaN/posterior	none
verdict/everything is duplicated/0.1/inf/flags	false
verdict/everything is duplicated/0.1/inf/posterior	none
verdict/everything is duplicated/0.1/-inf/flags	false
verdict/everything is duplicated/0.1/-inf/posterior	none
verdict/everything is duplicated/0.001/-1000000.0/flags	true
verdict/everything is duplicated/0.001/-1000000.0/posterior	0000000000000000
verdict/everything is duplicated/0.001/-100.0/flags	true
verdict/everything is duplicated/0.001/-100.0/posterior	399538a7227b3d38
verdict/everything is duplicated/0.001/-30.0/flags	true
verdict/everything is duplicated/0.001/-30.0/posterior	3fd9660967402ab7
verdict/everything is duplicated/0.001/-8.0/flags	true
verdict/everything is duplicated/0.001/-8.0/posterior	3fefffffffc5bb90
verdict/everything is duplicated/0.001/-1.0/flags	true
verdict/everything is duplicated/0.001/-1.0/posterior	3feffffffffff266
verdict/everything is duplicated/0.001/0.0/flags	true
verdict/everything is duplicated/0.001/0.0/posterior	3feffffffffffafe
verdict/everything is duplicated/0.001/1.0/flags	true
verdict/everything is duplicated/0.001/1.0/posterior	3feffffffffffe28
verdict/everything is duplicated/0.001/5.0/flags	true
verdict/everything is duplicated/0.001/5.0/posterior	3feffffffffffff8
verdict/everything is duplicated/0.001/12.0/flags	true
verdict/everything is duplicated/0.001/12.0/posterior	3ff0000000000000
verdict/everything is duplicated/0.001/18.0/flags	true
verdict/everything is duplicated/0.001/18.0/posterior	3ff0000000000000
verdict/everything is duplicated/0.001/30.0/flags	true
verdict/everything is duplicated/0.001/30.0/posterior	3ff0000000000000
verdict/everything is duplicated/0.001/100.0/flags	true
verdict/everything is duplicated/0.001/100.0/posterior	3ff0000000000000
verdict/everything is duplicated/0.001/1000000.0/flags	true
verdict/everything is duplicated/0.001/1000000.0/posterior	3ff0000000000000
verdict/everything is duplicated/0.001/NaN/flags	false
verdict/everything is duplicated/0.001/NaN/posterior	none
verdict/everything is duplicated/0.001/inf/flags	false
verdict/everything is duplicated/0.001/inf/posterior	none
verdict/everything is duplicated/0.001/-inf/flags	false
verdict/everything is duplicated/0.001/-inf/posterior	none
verdict/everything is duplicated/0.0/-1000000.0/flags	false
verdict/everything is duplicated/0.0/-1000000.0/posterior	0000000000000000
verdict/everything is duplicated/0.0/-100.0/flags	false
verdict/everything is duplicated/0.0/-100.0/posterior	399538a7227b3d38
verdict/everything is duplicated/0.0/-30.0/flags	false
verdict/everything is duplicated/0.0/-30.0/posterior	3fd9660967402ab7
verdict/everything is duplicated/0.0/-8.0/flags	false
verdict/everything is duplicated/0.0/-8.0/posterior	3fefffffffc5bb90
verdict/everything is duplicated/0.0/-1.0/flags	false
verdict/everything is duplicated/0.0/-1.0/posterior	3feffffffffff266
verdict/everything is duplicated/0.0/0.0/flags	false
verdict/everything is duplicated/0.0/0.0/posterior	3feffffffffffafe
verdict/everything is duplicated/0.0/1.0/flags	false
verdict/everything is duplicated/0.0/1.0/posterior	3feffffffffffe28
verdict/everything is duplicated/0.0/5.0/flags	false
verdict/everything is duplicated/0.0/5.0/posterior	3feffffffffffff8
verdict/everything is duplicated/0.0/12.0/flags	true
verdict/everything is duplicated/0.0/12.0/posterior	3ff0000000000000
verdict/everything is duplicated/0.0/18.0/flags	true
verdict/everything is duplicated/0.0/18.0/posterior	3ff0000000000000
verdict/everything is duplicated/0.0/30.0/flags	true
verdict/everything is duplicated/0.0/30.0/posterior	3ff0000000000000
verdict/everything is duplicated/0.0/100.0/flags	true
verdict/everything is duplicated/0.0/100.0/posterior	3ff0000000000000
verdict/everything is duplicated/0.0/1000000.0/flags	true
verdict/everything is duplicated/0.0/1000000.0/posterior	3ff0000000000000
verdict/everything is duplicated/0.0/NaN/flags	false
verdict/everything is duplicated/0.0/NaN/posterior	none
verdict/everything is duplicated/0.0/inf/flags	false
verdict/everything is duplicated/0.0/inf/posterior	none
verdict/everything is duplicated/0.0/-inf/flags	false
verdict/everything is duplicated/0.0/-inf/posterior	none
verdict/everything is duplicated/1.0/-1000000.0/flags	true
verdict/everything is duplicated/1.0/-1000000.0/posterior	0000000000000000
verdict/everything is duplicated/1.0/-100.0/flags	true
verdict/everything is duplicated/1.0/-100.0/posterior	399538a7227b3d38
verdict/everything is duplicated/1.0/-30.0/flags	true
verdict/everything is duplicated/1.0/-30.0/posterior	3fd9660967402ab7
verdict/everything is duplicated/1.0/-8.0/flags	true
verdict/everything is duplicated/1.0/-8.0/posterior	3fefffffffc5bb90
verdict/everything is duplicated/1.0/-1.0/flags	true
verdict/everything is duplicated/1.0/-1.0/posterior	3feffffffffff266
verdict/everything is duplicated/1.0/0.0/flags	true
verdict/everything is duplicated/1.0/0.0/posterior	3feffffffffffafe
verdict/everything is duplicated/1.0/1.0/flags	true
verdict/everything is duplicated/1.0/1.0/posterior	3feffffffffffe28
verdict/everything is duplicated/1.0/5.0/flags	true
verdict/everything is duplicated/1.0/5.0/posterior	3feffffffffffff8
verdict/everything is duplicated/1.0/12.0/flags	true
verdict/everything is duplicated/1.0/12.0/posterior	3ff0000000000000
verdict/everything is duplicated/1.0/18.0/flags	true
verdict/everything is duplicated/1.0/18.0/posterior	3ff0000000000000
